stop_id,line_id,machine_id,stop_type,start_time,end_time,duration_minutes,description,operator,resolved
10237,L2,M2-4,Maintenance_Preventive,2025-08-23 17:17:01.240844,2025-08-23 19:42:01.240844,145,Maintenance_Preventive sur M2-4,OP7,True
10238,L2,M2-3,Reglage,2025-08-23 17:08:01.240844,2025-08-23 17:21:01.240844,13,Reglage sur M2-3,OP6,True
10239,L2,M2-3,Reglage,2025-08-23 16:48:01.240844,2025-08-23 16:57:01.240844,9,Reglage sur M2-3,OP8,True
10240,L2,M2-3,Bourrage,2025-08-23 17:06:01.240844,2025-08-23 17:14:01.240844,8,Bourrage sur M2-3,OP5,True
10241,L2,M2-3,Reglage,2025-08-23 13:48:01.240844,2025-08-23 14:11:01.240844,23,Reglage sur M2-3,OP1,True
10242,L2,M2-3,Attente_Operateur,2025-08-23 07:13:01.240844,2025-08-23 07:23:01.240844,10,Attente_Operateur sur M2-3,OP6,True
10243,L3,M3-1,Attente_Materiel,2025-08-23 06:17:01.240844,2025-08-23 06:55:01.240844,38,Attente_Materiel sur M3-1,OP13,True
10244,L3,M3-2,Panne_Electrique,2025-08-23 14:19:01.240844,2025-08-23 15:31:01.240844,72,Panne_Electrique sur M3-2,OP9,True
10245,L3,M3-1,Panne_Electrique,2025-08-23 07:27:01.240844,2025-08-23 08:53:01.240844,86,Panne_Electrique sur M3-1,OP2,True
10246,L3,M3-2,Reglage,2025-08-23 18:51:01.240844,2025-08-23 19:08:01.240844,17,Reglage sur M3-2,OP5,True
10247,L3,M3-1,Bourrage,2025-08-23 18:35:01.240844,2025-08-23 18:42:01.240844,7,Bourrage sur M3-1,OP11,True
10248,L3,M3-1,Probleme_Qualite,2025-08-23 19:20:01.240844,2025-08-23 21:18:01.240844,118,Probleme_Qualite sur M3-1,OP1,True
10249,L3,M3-2,Panne_Mecanique,2025-08-23 04:32:01.240844,2025-08-23 06:47:01.240844,135,Panne_Mecanique sur M3-2,OP4,True
10250,L3,M3-2,Panne_Electrique,2025-08-23 18:24:01.240844,2025-08-23 19:29:01.240844,65,Panne_Electrique sur M3-2,OP6,True
10251,L1,M1-2,Bourrage,2025-08-26 18:48:01.240844,2025-08-26 18:58:01.240844,10,Bourrage sur M1-2,OP12,True
10252,L1,M1-2,Panne_Mecanique,2025-08-26 15:38:01.240844,2025-08-26 16:31:01.240844,53,Panne_Mecanique sur M1-2,OP11,True
10253,L1,M1-1,Attente_Operateur,2025-08-26 13:19:01.240844,2025-08-26 13:32:01.240844,13,Attente_Operateur sur M1-1,OP3,True
10254,L1,M1-2,Reglage,2025-08-26 11:33:01.240844,2025-08-26 11:41:01.240844,8,Reglage sur M1-2,OP9,True
10255,L1,M1-2,Changement_Format,2025-08-26 05:25:01.240844,2025-08-26 06:10:01.240844,45,Changement_Format sur M1-2,OP11,True
10256,L1,M1-1,Bourrage,2025-08-26 19:14:01.240844,2025-08-26 19:27:01.240844,13,Bourrage sur M1-1,OP6,True
10257,L2,M2-4,Attente_Operateur,2025-08-26 15:20:01.240844,2025-08-26 15:30:01.240844,10,Attente_Operateur sur M2-4,OP2,True
10258,L2,M2-1,Bourrage,2025-08-26 06:24:01.240844,2025-08-26 06:30:01.240844,6,Bourrage sur M2-1,OP2,True
10259,L2,M2-3,Attente_Operateur,2025-08-26 16:21:01.240844,2025-08-26 16:36:01.240844,15,Attente_Operateur sur M2-3,OP13,True
10260,L2,M2-1,Bourrage,2025-08-26 18:54:01.240844,2025-08-26 19:17:01.240844,23,Bourrage sur M2-1,OP2,True
10261,L2,M2-1,Attente_Operateur,2025-08-26 15:05:01.240844,2025-08-26 15:22:01.240844,17,Attente_Operateur sur M2-1,OP11,True
10262,L2,M2-2,Reglage,2025-08-26 06:19:01.240844,2025-08-26 06:31:01.240844,12,Reglage sur M2-2,OP1,True
10263,L2,M2-2,Probleme_Qualite,2025-08-26 07:07:01.240844,2025-08-26 08:14:01.240844,67,Probleme_Qualite sur M2-2,OP5,True
10264,L2,M2-2,Reglage,2025-08-26 11:16:01.240844,2025-08-26 11:29:01.240844,13,Reglage sur M2-2,OP11,True
10265,L2,M2-3,Panne_Mecanique,2025-08-26 13:55:01.240844,2025-08-26 16:28:01.240844,153,Panne_Mecanique sur M2-3,OP8,True
10266,L3,M3-1,Panne_Mecanique,2025-08-26 13:42:01.240844,2025-08-26 15:57:01.240844,135,Panne_Mecanique sur M3-1,OP8,True
10267,L3,M3-1,Reglage,2025-08-26 13:41:01.240844,2025-08-26 13:52:01.240844,11,Reglage sur M3-1,OP6,True
10268,L3,M3-2,Changement_Format,2025-08-26 15:33:01.240844,2025-08-26 16:29:01.240844,56,Changement_Format sur M3-2,OP4,True
10269,L3,M3-2,Panne_Electrique,2025-08-26 17:52:01.240844,2025-08-26 18:35:01.240844,43,Panne_Electrique sur M3-2,OP2,True
10270,L3,M3-2,Maintenance_Preventive,2025-08-26 14:18:01.240844,2025-08-26 17:01:01.240844,163,Maintenance_Preventive sur M3-2,OP10,True
10271,L3,M3-2,Probleme_Qualite,2025-08-26 06:18:01.240844,2025-08-26 06:55:01.240844,37,Probleme_Qualite sur M3-2,OP9,True
10272,L3,M3-1,Maintenance_Preventive,2025-08-26 14:53:01.240844,2025-08-26 17:07:01.240844,134,Maintenance_Preventive sur M3-1,OP6,True
10273,L3,M3-1,Nettoyage,2025-08-26 20:10:01.240844,2025-08-26 20:33:01.240844,23,Nettoyage sur M3-1,OP8,True
10274,L3,M3-2,Panne_Mecanique,2025-08-26 06:10:01.240844,2025-08-26 08:48:01.240844,158,Panne_Mecanique sur M3-2,OP4,True
10275,L1,M1-2,Changement_Format,2025-08-27 07:10:01.240844,2025-08-27 08:41:01.240844,91,Changement_Format sur M1-2,OP8,True
10276,L1,M1-1,Changement_Format,2025-08-27 14:19:01.240844,2025-08-27 16:10:01.240844,111,Changement_Format sur M1-1,OP1,True
10277,L1,M1-1,Panne_Electrique,2025-08-27 13:40:01.240844,2025-08-27 14:45:01.240844,65,Panne_Electrique sur M1-1,OP6,True
10278,L1,M1-2,Nettoyage,2025-08-27 04:31:01.240844,2025-08-27 05:07:01.240844,36,Nettoyage sur M1-2,OP8,True
10279,L1,M1-3,Nettoyage,2025-08-27 04:23:01.240844,2025-08-27 04:42:01.240844,19,Nettoyage sur M1-3,OP10,True
10280,L1,M1-2,Maintenance_Preventive,2025-08-27 09:27:01.240844,2025-08-27 12:39:01.240844,192,Maintenance_Preventive sur M1-2,OP11,True
10281,L1,M1-3,Attente_Materiel,2025-08-27 13:21:01.240844,2025-08-27 13:32:01.240844,11,Attente_Materiel sur M1-3,OP8,True
10282,L1,M1-2,Panne_Electrique,2025-08-27 05:43:01.240844,2025-08-27 06:32:01.240844,49,Panne_Electrique sur M1-2,OP7,True
10283,L2,M2-4,Maintenance_Preventive,2025-08-27 17:23:01.240844,2025-08-27 19:08:01.240844,105,Maintenance_Preventive sur M2-4,OP6,True
10284,L2,M2-4,Bourrage,2025-08-27 15:28:01.240844,2025-08-27 15:39:01.240844,11,Bourrage sur M2-4,OP9,True
10285,L2,M2-4,Panne_Mecanique,2025-08-27 13:05:01.240844,2025-08-27 15:49:01.240844,164,Panne_Mecanique sur M2-4,OP11,True
10286,L2,M2-3,Attente_Operateur,2025-08-27 10:32:01.240844,2025-08-27 10:44:01.240844,12,Attente_Operateur sur M2-3,OP8,True
10287,L2,M2-1,Reglage,2025-08-27 06:18:01.240844,2025-08-27 06:24:01.240844,6,Reglage sur M2-1,OP12,True
10288,L2,M2-3,Changement_Format,2025-08-27 14:29:01.240844,2025-08-27 15:46:01.240844,77,Changement_Format sur M2-3,OP5,True
10289,L2,M2-2,Panne_Electrique,2025-08-27 07:35:01.240844,2025-08-27 07:52:01.240844,17,Panne_Electrique sur M2-2,OP1,True
10290,L2,M2-2,Attente_Operateur,2025-08-27 18:28:01.240844,2025-08-27 18:48:01.240844,20,Attente_Operateur sur M2-2,OP9,True
10291,L3,M3-1,Maintenance_Preventive,2025-08-27 11:55:01.240844,2025-08-27 15:13:01.240844,198,Maintenance_Preventive sur M3-1,OP8,True
10292,L3,M3-1,Reglage,2025-08-27 18:20:01.240844,2025-08-27 18:36:01.240844,16,Reglage sur M3-1,OP1,True
10293,L3,M3-2,Panne_Electrique,2025-08-27 17:30:01.240844,2025-08-27 17:50:01.240844,20,Panne_Electrique sur M3-2,OP2,True
10294,L3,M3-2,Maintenance_Preventive,2025-08-27 18:25:01.240844,2025-08-27 20:16:01.240844,111,Maintenance_Preventive sur M3-2,OP10,True
10295,L3,M3-2,Reglage,2025-08-27 08:55:01.240844,2025-08-27 09:22:01.240844,27,Reglage sur M3-2,OP9,True
10296,L3,M3-2,Panne_Mecanique,2025-08-27 12:33:01.240844,2025-08-27 15:21:01.240844,168,Panne_Mecanique sur M3-2,OP11,True
10297,L3,M3-1,Attente_Operateur,2025-08-27 06:25:01.240844,2025-08-27 06:52:01.240844,27,Attente_Operateur sur M3-1,OP10,True
10298,L3,M3-2,Probleme_Qualite,2025-08-27 14:18:01.240844,2025-08-27 14:46:01.240844,28,Probleme_Qualite sur M3-2,OP14,True
10299,L1,M1-1,Bourrage,2025-08-28 18:58:01.240844,2025-08-28 19:17:01.240844,19,Bourrage sur M1-1,OP7,True
10300,L1,M1-1,Reglage,2025-08-28 16:44:01.240844,2025-08-28 16:53:01.240844,9,Reglage sur M1-1,OP5,True
10301,L1,M1-1,Changement_Format,2025-08-28 09:13:01.240844,2025-08-28 10:34:01.240844,81,Changement_Format sur M1-1,OP2,True
10302,L2,M2-3,Probleme_Qualite,2025-08-28 19:43:01.240844,2025-08-28 20:33:01.240844,50,Probleme_Qualite sur M2-3,OP5,True
10303,L2,M2-3,Panne_Electrique,2025-08-28 04:31:01.240844,2025-08-28 05:50:01.240844,79,Panne_Electrique sur M2-3,OP7,True
10304,L2,M2-4,Reglage,2025-08-28 19:31:01.240844,2025-08-28 19:36:01.240844,5,Reglage sur M2-4,OP2,True
10305,L2,M2-1,Reglage,2025-08-28 12:43:01.240844,2025-08-28 12:59:01.240844,16,Reglage sur M2-1,OP6,True
10306,L2,M2-4,Probleme_Qualite,2025-08-28 12:47:01.240844,2025-08-28 13:56:01.240844,69,Probleme_Qualite sur M2-4,OP5,True
10307,L3,M3-2,Panne_Electrique,2025-08-28 04:40:01.240844,2025-08-28 05:37:01.240844,57,Panne_Electrique sur M3-2,OP6,True
10308,L3,M3-2,Changement_Format,2025-08-28 09:46:01.240844,2025-08-28 11:09:01.240844,83,Changement_Format sur M3-2,OP11,True
10309,L3,M3-2,Bourrage,2025-08-28 07:27:01.240844,2025-08-28 07:51:01.240844,24,Bourrage sur M3-2,OP5,True
10310,L3,M3-1,Panne_Electrique,2025-08-28 11:47:01.240844,2025-08-28 13:08:01.240844,81,Panne_Electrique sur M3-1,OP8,True
10311,L3,M3-1,Changement_Format,2025-08-28 19:21:01.240844,2025-08-28 20:38:01.240844,77,Changement_Format sur M3-1,OP11,True
10312,L3,M3-2,Maintenance_Preventive,2025-08-28 04:49:01.240844,2025-08-28 08:31:01.240844,222,Maintenance_Preventive sur M3-2,OP10,True
10313,L3,M3-2,Probleme_Qualite,2025-08-28 07:05:01.240844,2025-08-28 07:17:01.240844,12,Probleme_Qualite sur M3-2,OP4,True
10314,L1,M1-1,Nettoyage,2025-08-29 11:24:01.240844,2025-08-29 12:03:01.240844,39,Nettoyage sur M1-1,OP11,True
10315,L1,M1-1,Bourrage,2025-08-29 17:02:01.240844,2025-08-29 17:24:01.240844,22,Bourrage sur M1-1,OP1,True
10316,L1,M1-1,Panne_Mecanique,2025-08-29 18:08:01.240844,2025-08-29 18:55:01.240844,47,Panne_Mecanique sur M1-1,OP3,True
10317,L1,M1-3,Panne_Electrique,2025-08-29 15:50:01.240844,2025-08-29 17:18:01.240844,88,Panne_Electrique sur M1-3,OP5,True
10318,L1,M1-2,Probleme_Qualite,2025-08-29 12:26:01.240844,2025-08-29 13:04:01.240844,38,Probleme_Qualite sur M1-2,OP10,True
10319,L1,M1-1,Reglage,2025-08-29 04:32:01.240844,2025-08-29 04:45:01.240844,13,Reglage sur M1-1,OP8,True
10320,L1,M1-2,Nettoyage,2025-08-29 07:50:01.240844,2025-08-29 08:31:01.240844,41,Nettoyage sur M1-2,OP2,True
10321,L1,M1-2,Maintenance_Preventive,2025-08-29 18:46:01.240844,2025-08-29 22:22:01.240844,216,Maintenance_Preventive sur M1-2,OP5,True
10322,L1,M1-1,Bourrage,2025-08-29 14:50:01.240844,2025-08-29 15:05:01.240844,15,Bourrage sur M1-1,OP11,True
10323,L1,M1-3,Nettoyage,2025-08-29 16:11:01.240844,2025-08-29 16:40:01.240844,29,Nettoyage sur M1-3,OP7,True
10324,L1,M1-2,Reglage,2025-08-29 15:21:01.240844,2025-08-29 15:39:01.240844,18,Reglage sur M1-2,OP8,True
10325,L1,M1-1,Panne_Electrique,2025-08-29 11:09:01.240844,2025-08-29 11:42:01.240844,33,Panne_Electrique sur M1-1,OP3,True
10326,L2,M2-4,Nettoyage,2025-08-29 17:20:01.240844,2025-08-29 17:52:01.240844,32,Nettoyage sur M2-4,OP5,True
10327,L2,M2-2,Bourrage,2025-08-29 05:51:01.240844,2025-08-29 06:02:01.240844,11,Bourrage sur M2-2,OP7,True
10328,L2,M2-2,Bourrage,2025-08-29 05:28:01.240844,2025-08-29 05:44:01.240844,16,Bourrage sur M2-2,OP11,True
10329,L2,M2-2,Bourrage,2025-08-29 12:27:01.240844,2025-08-29 12:35:01.240844,8,Bourrage sur M2-2,OP14,True
10330,L2,M2-4,Probleme_Qualite,2025-08-29 16:50:01.240844,2025-08-29 18:40:01.240844,110,Probleme_Qualite sur M2-4,OP14,True
10331,L2,M2-1,Attente_Operateur,2025-08-29 08:08:01.240844,2025-08-29 08:13:01.240844,5,Attente_Operateur sur M2-1,OP14,True
10332,L2,M2-1,Attente_Materiel,2025-08-29 20:09:01.240844,2025-08-29 20:57:01.240844,48,Attente_Materiel sur M2-1,OP8,True
10333,L2,M2-1,Nettoyage,2025-08-29 06:47:01.240844,2025-08-29 07:23:01.240844,36,Nettoyage sur M2-1,OP12,True
10334,L3,M3-1,Attente_Operateur,2025-08-29 18:31:01.240844,2025-08-29 18:45:01.240844,14,Attente_Operateur sur M3-1,OP3,True
10335,L3,M3-1,Reglage,2025-08-29 04:26:01.240844,2025-08-29 04:55:01.240844,29,Reglage sur M3-1,OP8,True
10336,L3,M3-2,Changement_Format,2025-08-29 04:39:01.240844,2025-08-29 05:25:01.240844,46,Changement_Format sur M3-2,OP2,True
10337,L3,M3-1,Probleme_Qualite,2025-08-29 18:39:01.240844,2025-08-29 18:55:01.240844,16,Probleme_Qualite sur M3-1,OP4,True
10338,L3,M3-1,Reglage,2025-08-29 05:52:01.240844,2025-08-29 06:21:01.240844,29,Reglage sur M3-1,OP3,True
10339,L3,M3-2,Panne_Electrique,2025-08-29 19:22:01.240844,2025-08-29 20:19:01.240844,57,Panne_Electrique sur M3-2,OP13,True
10340,L3,M3-2,Bourrage,2025-08-29 13:24:01.240844,2025-08-29 13:32:01.240844,8,Bourrage sur M3-2,OP8,True
10341,L1,M1-1,Attente_Materiel,2025-08-30 12:08:01.240844,2025-08-30 12:47:01.240844,39,Attente_Materiel sur M1-1,OP6,True
10342,L1,M1-1,Bourrage,2025-08-30 06:12:01.240844,2025-08-30 06:18:01.240844,6,Bourrage sur M1-1,OP4,True
10343,L1,M1-3,Attente_Materiel,2025-08-30 10:10:01.240844,2025-08-30 10:53:01.240844,43,Attente_Materiel sur M1-3,OP13,True
10344,L1,M1-3,Changement_Format,2025-08-30 05:31:01.240844,2025-08-30 06:50:01.240844,79,Changement_Format sur M1-3,OP3,True
10345,L1,M1-3,Panne_Mecanique,2025-08-30 08:10:01.240844,2025-08-30 09:59:01.240844,109,Panne_Mecanique sur M1-3,OP14,True
10346,L1,M1-2,Panne_Electrique,2025-08-30 14:55:01.240844,2025-08-30 16:17:01.240844,82,Panne_Electrique sur M1-2,OP6,True
10347,L1,M1-1,Panne_Electrique,2025-08-30 08:04:01.240844,2025-08-30 08:50:01.240844,46,Panne_Electrique sur M1-1,OP7,True
10348,L1,M1-2,Reglage,2025-08-30 07:07:01.240844,2025-08-30 07:30:01.240844,23,Reglage sur M1-2,OP3,True
10349,L1,M1-1,Attente_Materiel,2025-08-30 05:20:01.240844,2025-08-30 06:15:01.240844,55,Attente_Materiel sur M1-1,OP3,True
10350,L1,M1-1,Maintenance_Preventive,2025-08-30 15:31:01.240844,2025-08-30 18:48:01.240844,197,Maintenance_Preventive sur M1-1,OP5,True
10351,L1,M1-2,Panne_Mecanique,2025-08-30 06:56:01.240844,2025-08-30 08:32:01.240844,96,Panne_Mecanique sur M1-2,OP14,True
10352,L1,M1-1,Attente_Operateur,2025-08-30 10:08:01.240844,2025-08-30 10:30:01.240844,22,Attente_Operateur sur M1-1,OP7,True
10353,L1,M1-2,Panne_Electrique,2025-08-30 15:53:01.240844,2025-08-30 16:13:01.240844,20,Panne_Electrique sur M1-2,OP1,True
10354,L1,M1-2,Probleme_Qualite,2025-08-30 04:37:01.240844,2025-08-30 04:52:01.240844,15,Probleme_Qualite sur M1-2,OP7,True
10355,L1,M1-1,Reglage,2025-08-30 15:51:01.240844,2025-08-30 16:18:01.240844,27,Reglage sur M1-1,OP5,True
10356,L1,M1-1,Attente_Operateur,2025-08-30 07:24:01.240844,2025-08-30 07:33:01.240844,9,Attente_Operateur sur M1-1,OP5,True
10357,L1,M1-2,Changement_Format,2025-08-30 10:37:01.240844,2025-08-30 11:28:01.240844,51,Changement_Format sur M1-2,OP6,True
10358,L2,M2-1,Nettoyage,2025-08-30 18:15:01.240844,2025-08-30 18:51:01.240844,36,Nettoyage sur M2-1,OP3,True
10359,L2,M2-1,Reglage,2025-08-30 08:33:01.240844,2025-08-30 08:47:01.240844,14,Reglage sur M2-1,OP7,True
10360,L2,M2-4,Reglage,2025-08-30 20:06:01.240844,2025-08-30 20:30:01.240844,24,Reglage sur M2-4,OP4,True
10361,L2,M2-3,Panne_Electrique,2025-08-30 09:58:01.240844,2025-08-30 10:16:01.240844,18,Panne_Electrique sur M2-3,OP10,True
10362,L2,M2-2,Bourrage,2025-08-30 12:17:01.240844,2025-08-30 12:24:01.240844,7,Bourrage sur M2-2,OP7,True
10363,L2,M2-2,Changement_Format,2025-08-30 08:52:01.240844,2025-08-30 10:01:01.240844,69,Changement_Format sur M2-2,OP5,True
10364,L3,M3-1,Attente_Operateur,2025-08-30 11:13:01.240844,2025-08-30 11:40:01.240844,27,Attente_Operateur sur M3-1,OP5,True
10365,L3,M3-1,Maintenance_Preventive,2025-08-30 09:47:01.240844,2025-08-30 13:12:01.240844,205,Maintenance_Preventive sur M3-1,OP2,True
10366,L3,M3-2,Nettoyage,2025-08-30 08:17:01.240844,2025-08-30 08:58:01.240844,41,Nettoyage sur M3-2,OP3,True
10367,L3,M3-1,Maintenance_Preventive,2025-08-30 12:01:01.240844,2025-08-30 14:58:01.240844,177,Maintenance_Preventive sur M3-1,OP14,True
10368,L3,M3-2,Panne_Mecanique,2025-08-30 10:10:01.240844,2025-08-30 10:55:01.240844,45,Panne_Mecanique sur M3-2,OP6,True
10369,L3,M3-1,Reglage,2025-08-30 12:14:01.240844,2025-08-30 12:29:01.240844,15,Reglage sur M3-1,OP5,True
10370,L1,M1-2,Reglage,2025-09-02 11:54:01.240844,2025-09-02 12:01:01.240844,7,Reglage sur M1-2,OP4,True
10371,L1,M1-3,Maintenance_Preventive,2025-09-02 10:41:01.240844,2025-09-02 13:47:01.240844,186,Maintenance_Preventive sur M1-3,OP1,True
10372,L1,M1-2,Attente_Materiel,2025-09-02 05:47:01.240844,2025-09-02 06:12:01.240844,25,Attente_Materiel sur M1-2,OP12,True
10373,L1,M1-3,Nettoyage,2025-09-02 09:45:01.240844,2025-09-02 10:21:01.240844,36,Nettoyage sur M1-3,OP2,True
10374,L1,M1-3,Panne_Electrique,2025-09-02 10:55:01.240844,2025-09-02 12:14:01.240844,79,Panne_Electrique sur M1-3,OP7,True
10375,L1,M1-1,Bourrage,2025-09-02 18:36:01.240844,2025-09-02 18:45:01.240844,9,Bourrage sur M1-1,OP5,True
10376,L2,M2-2,Changement_Format,2025-09-02 10:07:01.240844,2025-09-02 11:26:01.240844,79,Changement_Format sur M2-2,OP1,True
10377,L2,M2-2,Reglage,2025-09-02 04:50:01.240844,2025-09-02 05:04:01.240844,14,Reglage sur M2-2,OP8,True
10378,L2,M2-2,Panne_Electrique,2025-09-02 05:02:01.240844,2025-09-02 05:22:01.240844,20,Panne_Electrique sur M2-2,OP8,True
10379,L2,M2-1,Attente_Operateur,2025-09-02 10:30:01.240844,2025-09-02 10:43:01.240844,13,Attente_Operateur sur M2-1,OP7,True
10380,L2,M2-4,Nettoyage,2025-09-02 11:12:01.240844,2025-09-02 11:37:01.240844,25,Nettoyage sur M2-4,OP14,True
10381,L2,M2-1,Panne_Electrique,2025-09-02 07:19:01.240844,2025-09-02 08:11:01.240844,52,Panne_Electrique sur M2-1,OP13,True
10382,L2,M2-1,Maintenance_Preventive,2025-09-02 10:49:01.240844,2025-09-02 14:06:01.240844,197,Maintenance_Preventive sur M2-1,OP3,True
10383,L2,M2-2,Attente_Operateur,2025-09-02 08:09:01.240844,2025-09-02 08:37:01.240844,28,Attente_Operateur sur M2-2,OP10,True
10384,L3,M3-2,Panne_Electrique,2025-09-02 09:07:01.240844,2025-09-02 10:16:01.240844,69,Panne_Electrique sur M3-2,OP5,True
10385,L3,M3-2,Probleme_Qualite,2025-09-02 08:45:01.240844,2025-09-02 10:33:01.240844,108,Probleme_Qualite sur M3-2,OP14,True
10386,L3,M3-1,Changement_Format,2025-09-02 15:22:01.240844,2025-09-02 16:43:01.240844,81,Changement_Format sur M3-1,OP14,True
10387,L3,M3-2,Reglage,2025-09-02 14:29:01.240844,2025-09-02 14:56:01.240844,27,Reglage sur M3-2,OP9,True
10388,L3,M3-1,Maintenance_Preventive,2025-09-02 17:40:01.240844,2025-09-02 21:34:01.240844,234,Maintenance_Preventive sur M3-1,OP6,True
10389,L3,M3-2,Nettoyage,2025-09-02 10:16:01.240844,2025-09-02 10:38:01.240844,22,Nettoyage sur M3-2,OP8,True
10390,L1,M1-2,Panne_Mecanique,2025-09-03 14:23:01.240844,2025-09-03 15:18:01.240844,55,Panne_Mecanique sur M1-2,OP1,True
10391,L1,M1-2,Attente_Operateur,2025-09-03 20:19:01.240844,2025-09-03 20:39:01.240844,20,Attente_Operateur sur M1-2,OP11,True
10392,L1,M1-3,Reglage,2025-09-03 17:53:01.240844,2025-09-03 18:04:01.240844,11,Reglage sur M1-3,OP8,True
10393,L1,M1-1,Panne_Electrique,2025-09-03 12:05:01.240844,2025-09-03 13:14:01.240844,69,Panne_Electrique sur M1-1,OP14,True
10394,L1,M1-3,Changement_Format,2025-09-03 10:14:01.240844,2025-09-03 11:33:01.240844,79,Changement_Format sur M1-3,OP10,True
10395,L1,M1-2,Panne_Electrique,2025-09-03 16:11:01.240844,2025-09-03 16:30:01.240844,19,Panne_Electrique sur M1-2,OP8,True
10396,L2,M2-4,Attente_Operateur,2025-09-03 14:17:01.240844,2025-09-03 14:27:01.240844,10,Attente_Operateur sur M2-4,OP3,True
10397,L2,M2-1,Probleme_Qualite,2025-09-03 18:12:01.240844,2025-09-03 18:59:01.240844,47,Probleme_Qualite sur M2-1,OP9,True
10398,L2,M2-1,Bourrage,2025-09-03 17:01:01.240844,2025-09-03 17:24:01.240844,23,Bourrage sur M2-1,OP2,True
10399,L2,M2-2,Reglage,2025-09-03 12:25:01.240844,2025-09-03 12:35:01.240844,10,Reglage sur M2-2,OP8,True
10400,L2,M2-4,Reglage,2025-09-03 07:06:01.240844,2025-09-03 07:24:01.240844,18,Reglage sur M2-4,OP7,True
10401,L2,M2-4,Attente_Operateur,2025-09-03 19:01:01.240844,2025-09-03 19:06:01.240844,5,Attente_Operateur sur M2-4,OP4,True
10402,L2,M2-3,Nettoyage,2025-09-03 11:12:01.240844,2025-09-03 11:43:01.240844,31,Nettoyage sur M2-3,OP1,True
10403,L2,M2-4,Probleme_Qualite,2025-09-03 19:00:01.240844,2025-09-03 20:34:01.240844,94,Probleme_Qualite sur M2-4,OP14,True
10404,L2,M2-4,Changement_Format,2025-09-03 05:31:01.240844,2025-09-03 07:19:01.240844,108,Changement_Format sur M2-4,OP7,True
10405,L2,M2-2,Maintenance_Preventive,2025-09-03 11:55:01.240844,2025-09-03 14:23:01.240844,148,Maintenance_Preventive sur M2-2,OP12,True
10406,L2,M2-4,Reglage,2025-09-03 05:31:01.240844,2025-09-03 05:57:01.240844,26,Reglage sur M2-4,OP13,True
10407,L2,M2-4,Reglage,2025-09-03 13:36:01.240844,2025-09-03 13:43:01.240844,7,Reglage sur M2-4,OP10,True
10408,L2,M2-2,Probleme_Qualite,2025-09-03 14:52:01.240844,2025-09-03 16:03:01.240844,71,Probleme_Qualite sur M2-2,OP14,True
10409,L3,M3-1,Attente_Materiel,2025-09-03 10:29:01.240844,2025-09-03 11:15:01.240844,46,Attente_Materiel sur M3-1,OP5,True
10410,L3,M3-1,Reglage,2025-09-03 05:27:01.240844,2025-09-03 05:34:01.240844,7,Reglage sur M3-1,OP5,True
10411,L3,M3-2,Maintenance_Preventive,2025-09-03 06:49:01.240844,2025-09-03 07:58:01.240844,69,Maintenance_Preventive sur M3-2,OP9,True
10412,L3,M3-2,Nettoyage,2025-09-03 04:43:01.240844,2025-09-03 05:17:01.240844,34,Nettoyage sur M3-2,OP10,True
10413,L1,M1-1,Bourrage,2025-09-04 10:26:01.240844,2025-09-04 10:50:01.240844,24,Bourrage sur M1-1,OP12,True
10414,L1,M1-3,Maintenance_Preventive,2025-09-04 04:58:01.240844,2025-09-04 07:43:01.240844,165,Maintenance_Preventive sur M1-3,OP4,True
10415,L1,M1-3,Attente_Operateur,2025-09-04 09:18:01.240844,2025-09-04 09:41:01.240844,23,Attente_Operateur sur M1-3,OP8,True
10416,L1,M1-3,Reglage,2025-09-04 16:48:01.240844,2025-09-04 17:13:01.240844,25,Reglage sur M1-3,OP12,True
10417,L1,M1-1,Attente_Materiel,2025-09-04 09:02:01.240844,2025-09-04 09:51:01.240844,49,Attente_Materiel sur M1-1,OP5,True
10418,L1,M1-1,Attente_Materiel,2025-09-04 08:04:01.240844,2025-09-04 08:18:01.240844,14,Attente_Materiel sur M1-1,OP7,True
10419,L1,M1-3,Attente_Materiel,2025-09-04 17:15:01.240844,2025-09-04 18:09:01.240844,54,Attente_Materiel sur M1-3,OP12,True
10420,L1,M1-3,Bourrage,2025-09-04 16:47:01.240844,2025-09-04 17:02:01.240844,15,Bourrage sur M1-3,OP6,True
10421,L2,M2-4,Panne_Mecanique,2025-09-04 09:24:01.240844,2025-09-04 11:50:01.240844,146,Panne_Mecanique sur M2-4,OP12,True
10422,L2,M2-4,Reglage,2025-09-04 12:23:01.240844,2025-09-04 12:29:01.240844,6,Reglage sur M2-4,OP5,True
10423,L2,M2-3,Bourrage,2025-09-04 19:54:01.240844,2025-09-04 20:17:01.240844,23,Bourrage sur M2-3,OP11,True
10424,L2,M2-3,Panne_Mecanique,2025-09-04 12:57:01.240844,2025-09-04 13:26:01.240844,29,Panne_Mecanique sur M2-3,OP4,True
10425,L2,M2-2,Changement_Format,2025-09-04 14:10:01.240844,2025-09-04 14:51:01.240844,41,Changement_Format sur M2-2,OP7,True
10426,L2,M2-1,Reglage,2025-09-04 19:36:01.240844,2025-09-04 20:00:01.240844,24,Reglage sur M2-1,OP13,True
10427,L2,M2-2,Nettoyage,2025-09-04 19:32:01.240844,2025-09-04 20:09:01.240844,37,Nettoyage sur M2-2,OP6,True
